"Type","Party","Constitudency","Votes"
"National","IND","NA229",176
"National","ANP","NA229",231
"National","IND","NA229",152
"National","IND","NA229",334
"National","IND","NA229",43
"National","others","NA229",107
"National","IND","NA229",202
"National","MQM","NA229",148
"National","PML-N","NA229",21841
"National","TLP","NA229",5277
"National","JI","NA229",5219
"National","IND","NA229",14131
"National","ANP","NA230",1007
"National","IND","NA230",55
"National","IND","NA230",61
"National","IND","NA230",49
"National","PML-N","NA230",14805
"National","others","NA230",15593
"National","IND","NA230",266
"National","IND","NA230",1298
"National","IND","NA230",580
"National","PPP","NA230",32099
"National","others","NA230",47
"National","PMAP","NA230",38
"National","IND","NA230",267
"National","others","NA230",200
"National","others","NA230",73
"National","IND","NA230",377
"National","JI","NA230",4789
"National","IND","NA230",171
"National","TLP","NA230",3591
"National","IND","NA230",98
"National","IND","NA230",85
"National","IND","NA230",37
"National","JUI-S","NA230",404
"National","IND","NA230",23370
"National","IND","NA230",186
"National","GDA","NA231",640
"National","IND","NA231",298
"National","PML-N","NA231",9999
"National","IND","NA231",43245
"National","IND","NA231",79
"National","IND","NA231",102
"National","IND","NA231",100
"National","IND","NA231",45
"National","others","NA231",225
"National","IND","NA231",131
"National","IND","NA231",372
"National","others","NA231",1241
"National","IND","NA231",1468
"National","PPP","NA231",43634
"National","ANP","NA231",792
"National","JI","NA231",14143
"National","IND","NA231",133
"National","IND","NA231",560
"National","TLP","NA231",7308
"National","IND","NA231",136
"National","IPP","NA231",124
"National","JUI-S","NA231",329
"National","IND","NA231",389
"National","IND","NA231",4530
"National","IND","NA231",58
"National","MQM","NA232",88260
"National","others","NA232",320
"National","IND","NA232",2119
"National","IND","NA232",411
"National","JI","NA232",41106
"National","IND","NA232",170
"National","IND","NA232",288
"National","IND","NA232",193
"National","IND","NA232",207
"National","IND","NA232",175
"National","IND","NA232",215
"National","others","NA232",1409
"National","IPP","NA232",181
"National","others","NA232",791
"National","PML-N","NA251",3886
"National","others","NA251",45712
"National","IND","NA251",9820
"National","IND","NA251",159
"National","JUI-P","NA251",44763
"National","PPP","NA251",188
"National","IND","NA251",378
"National","IND","NA251",813
"National","JI","NA251",1337
"National","others","NA251",2122
"National","others","NA251",978
"National","IND","NA251",1505
"National","IND","NA251",953
"National","ANP","NA251",1301
"National","IND","NA251",338
"National","IND","NA251",115
"National","PMAP","NA251",23726
"National","IND","NA252",4238
"National","IND","NA252",1653
"National","JUI-P","NA252",19053
"National","NDM","NA252",877
"National","IND","NA252",39
"National","IPP","NA252",135
"National","IND","NA252",136
"National","IND","NA252",22751
"National","BNP","NA252",386
"National","IND","NA252",52992
"National","IND","NA252",119
"National","PMAP","NA252",6307
"National","IND","NA252",1714
"National","PML-N","NA252",53783
"National","NDM","NA253",779
"National","IND","NA253",586
"National","IND","NA253",509
"National","PMAP","NA253",13751
"National","IND","NA253",637
"National","IND","NA253",57
"National","IND","NA253",3441
"National","IND","NA253",29401
"National","IND","NA253",88
"National","others","NA253",560
"National","IND","NA253",288
"National","ANP","NA253",1353
"National","TLP","NA253",2066
"National","IND","NA253",79
"National","IND","NA253",85
"National","BNP","NA253",8800
"National","MQM","NA253",448
"National","others","NA253",452
"National","IND","NA253",46683
"National","IND","NA253",38
"National","IND","NA253",2234
"National","IND","NA253",212
"National","PML-N","NA253",44643
"National","IND","NA253",283
"National","IND","NA253",327
"National","IND","NA253",508
"National","JUI-P","NA253",32162
"National","others","NA253",565
"National","JWP","NA253",32298
"National","NP","NA253",942
"National","IND","NA254",1715
"National","BAP","NA254",79304
"National","BNP","NA254",409
"National","others","NA254",276
"National","IND","NA254",153
"National","IND","NA254",4539
"National","MQM","NA254",322
"National","IND","NA254",241
"National","IND","NA254",101
"National","JI","NA254",322
"National","IND","NA254",61
"National","IND","NA254",273
"National","others","NA254",2040
"National","IND","NA254",125
"National","IND","NA254",504
"National","IND","NA254",55
"National","IND","NA254",74
"National","IND","NA254",53
"National","IND","NA254",34
"National","IND","NA254",60
"National","IND","NA254",47
"National","PPP","NA254",3129
"National","IND","NA254",81
"National","JUI-P","NA254",44763
"National","TLP","NA254",2919
"National","IND","NA254",187
"National","NP","NA254",3088
"National","NP","NA258",22261
"National","BAP","NA258",592
"National","BNP","NA258",6587
"National","IND","NA258",28
"National","IND","NA258",116
"National","IND","NA258",12
"National","PPP","NA258",2355
"National","IND","NA258",143
"National","JUI-P","NA258",2550
"National","PML-N","NA258",9604
"National","others","NA258",904
"National","IND","NA258",20
"National","others","NA258",196
"National","IND","NA258",80
"National","IND","NA258",72
"National","IND","NA258",25
"National","others","NA258",13762
"National","others","NA258",156
"National","IND","NA259",401
"National","IND","NA259",167
"National","others","NA259",21350
"National","IND","NA259",35
"National","JUI-P","NA259",253
"National","IND","NA259",59
"National","IND","NA259",144
"National","others","NA259",18
"National","others","NA259",572
"National","IND","NA259",66
"National","BNP","NA259",5493
"National","IND","NA259",53
"National","NP","NA259",22298
"National","IND","NA259",476
"National","IND","NA259",422
"National","BAP","NA259",214
"National","PPP","NA259",40778
"National","IND","NA259",148
"National","IND","NA259",20613
"National","IND","NA260",26926
"National","IND","NA260",218
"National","PMAP","NA260",34
"National","IND","NA260",137
"National","others","NA260",348
"National","IND","NA260",168
"National","IND","NA260",3430
"National","IND","NA260",202
"National","IND","NA260",433
"National","PML-N","NA260",35625
"National","IND","NA260",59
"National","IND","NA260",630
"National","NP","NA260",519
"National","IND","NA260",295
"National","PPP","NA260",23844
"National","IND","NA260",71
"National","IND","NA260",2342
"National","IND","NA260",54
"National","IND","NA260",64
"National","others","NA260",274
"National","JI","NA260",1052
"National","JUI-P","NA260",42670
"National","BNP","NA260",27939
"National","others","NA260",591
"National","TLP","NA260",2090
"National","IND","NA261",99
"National","BAP","NA261",6910
"National","IND","NA261",639
"National","IND","NA261",418
"National","IND","NA261",198
"National","IND","NA261",24
"National","IND","NA261",322
"National","PPP","NA261",24040
"National","IND","NA261",278
"National","IND","NA261",89
"National","others","NA261",501
"National","others","NA261",387
"National","BNP","NA261",27331
"National","IND","NA261",1089
"National","IND","NA261",60
"National","IND","NA261",62
"National","others","NA261",153
"National","JUI-N","NA261",15
"National","IND","NA261",65
"National","JUI-P","NA261",25688
"National","IND","NA261",2468
"National","IND","NA261",1343
"National","PML-N","NA261",1194
"National","NP","NA261",11854
"National","TLP","NA261",1275
"National","MQM","NA261",243
"National","IND","NA261",95
"National","others","NA263",1395
"National","ANP","NA263",203
"National","IND","NA263",56
"National","IND","NA263",969
"National","PML-N","NA263",27168
"National","others","NA263",267
"National","IND","NA263",157
"National","BAP","NA263",430
"National","PPP","NA263",8639
"National","IND","NA263",25366
"National","IND","NA263",405
"National","IND","NA263",103
"National","IND","NA263",38
"National","IND","NA263",15
"National","others","NA263",319
"National","IND","NA263",444
"National","IND","NA263",67
"National","others","NA263",276
"National","IND","NA263",98
"National","others","NA263",1042
"National","IND","NA263",39
"National","JUI-S","NA263",89
"National","IND","NA263",73
"National","JI","NA263",609
"National","IND","NA263",79
"National","JWP","NA263",727
"National","IND","NA263",41
"National","others","NA263",1315
"National","PMAP","NA263",14578
"National","BNP","NA263",4416
"National","IND","NA263",75
"National","others","NA263",6045
"National","IND","NA263",8558
"National","IND","NA263",124
"National","IND","NA263",181
"National","others","NA263",7643
"National","IND","NA263",180
"National","IND","NA263",380
"National","IND","NA263",210
"National","NP","NA263",386
"National","TLP","NA263",537
"National","IND","NA263",1984
"National","IND","NA232",950
"National","IND","NA232",66574
"National","IND","NA232",368
"National","IND","NA232",1865
"National","IND","NA232",120
"National","PAT","NA232",107
"National","IND","NA232",12188
"National","others","NA232",145
"National","IND","NA232",76
"National","IND","NA232",271
"National","IND","NA232",15567
"National","IND","NA232",1317
"National","JUI-N","NA232",2871
"National","IND","NA232",341
"National","others","NA232",392
"National","others","NA232",37
"National","IND","NA232",72
"National","others","NA232",211
"National","TLP","NA232",14346
"National","IND","NA232",181
"National","IND","NA232",325
"National","IND","NA232",383
"Sindh","PPP","PS01",48385
"Sindh","IND","PS01",18115
"Sindh","PTI","PS01",4767
"Sindh","TLP","PS01",1365
"Sindh","others","PS01",1236
"Sindh","JUI-P","PS01",451
"Sindh","IND","PS01",393
"Sindh","IND","PS01",252
"Sindh","IND","PS01",217
"Sindh","IND","PS01",162
"Sindh","IND","PS01",121
"Sindh","IND","PS01",100
"Sindh","IND","PS01",82
"Sindh","IND","PS01",79
"Sindh","IND","PS01",72
"Sindh","IND","PS01",62
"Sindh","IND","PS01",57
"Sindh","IND","PS01",49
"Sindh","MQM","PS01",40
"Sindh","IND","PS01",38
"Sindh","IND","PS01",35
"Sindh","IND","PS01",34
"Sindh","IND","PS01",28
"Sindh","IND","PS01",27
"Sindh","IND","PS01",21
"Sindh","IND","PS01",17
"Sindh","PPP","PS02",53298
"Sindh","JUI-P","PS02",47662
"Sindh","others","PS02",853
"Sindh","TLP","PS02",806
"Sindh","IND","PS02",762
"Sindh","IND","PS02",679
"Sindh","IND","PS02",432
"Sindh","PTI","PS02",295
"Sindh","IND","PS02",159
"Sindh","IND","PS02",139
"Sindh","IND","PS02",112
"Sindh","IND","PS02",106
"Sindh","IND","PS02",103
"Sindh","others","PS02",66
"Sindh","IND","PS02",40
"Sindh","IND","PS02",36
"Sindh","IND","PS02",32
"Sindh","IND","PS02",31
"Sindh","IND","PS02",25
"Sindh","IND","PS03",39600
"Sindh","PPP","PS03",31587
"Sindh","TLP","PS03",1032
"Sindh","IND","PS03",764
"Sindh","BNP","PS03",485
"Sindh","others","PS03",345
"Sindh","IND","PS03",270
"Sindh","IND","PS03",247
"Sindh","IND","PS03",195
"Sindh","PTI","PS03",189
"Sindh","IND","PS03",151
"Sindh","IND","PS03",114
"Sindh","IND","PS03",68
"Sindh","IND","PS03",64
"Sindh","IND","PS03",61
"Sindh","PPP","PS04",58046
"Sindh","IND","PS04",25758
"Sindh","IND","PS04",3289
"Sindh","IND","PS04",622
"Sindh","others","PS04",402
"Sindh","IND","PS04",318
"Sindh","IND","PS04",307
"Sindh","GDA","PS04",250
"Sindh","TLP","PS04",198
"Sindh","IND","PS04",194
"Sindh","IND","PS04",159
"Sindh","others","PS04",130
"Sindh","IND","PS04",106
"Sindh","IND","PS04",96
"Sindh","IND","PS04",83
"Sindh","IND","PS04",59
"Sindh","IND","PS04",59
"Sindh","IND","PS04",50
"Sindh","IND","PS04",46
"Sindh","IND","PS04",13
"Sindh","IND","PS04",8
"Sindh","IND","PS04",6
"Sindh","PPP","PS05",31132
"Sindh","JUI-P","PS05",21052
"Sindh","PML-N","PS05",10760
"Sindh","IND","PS05",581
"Sindh","others","PS05",517
"Sindh","others","PS05",475
"Sindh","IND","PS05",456
"Sindh","TLP","PS05",263
"Sindh","IND","PS05",232
"Sindh","IND","PS05",225
"Sindh","IND","PS05",189
"Sindh","IND","PS05",123
"Sindh","IND","PS05",82
"Sindh","IND","PS05",59
"Sindh","IND","PS05",27
"Sindh","IND","PS05",24
"Sindh","PPP","PS06",86365
"Sindh","JUI-P","PS06",9945
"Sindh","PML-N","PS06",2526
"Sindh","others","PS06",753
"Sindh","IND","PS06",638
"Sindh","IND","PS06",342
"Sindh","IND","PS06",192
"Sindh","IND","PS06",187
"Sindh","TLP","PS06",153
"Sindh","IND","PS06",70
"Sindh","IND","PS06",60
"Sindh","IND","PS06",38
"Sindh","PPP","PS07",60354
